A1,Genetic Apex,11,Oddish,♢,Grass,Charizard,5.88%,35,Fire,,Space-Time Smackdown,Dialga,Water,1,,P-A,Promo-A,11,Chansey,Colorless,Wonder Pick Event #1,,Genetic Apex,Pidgey Squad,1,Single-Card,1,Pidgey,,Genetic Apex,Viridian Forest,3,Single-Card,8,Weedle,Mewtwo,Psychic,,Genetic Apex,The Gym Leaders of the Kanto Region,,,,Extradimensional Crisis,Buzzwole,Fire
A1,Genetic Apex,12,Gloom,♢♢,Grass,Charizard,4.24%,70,Fire,,Space-Time Smackdown,Dialga,Water,2+,,P-A,Promo-A,12,Meowth,Colorless,Wonder Pick Event #1,,Genetic Apex,Pidgey Squad,2,Single-Card,1,Pidgeotto,,Genetic Apex,Viridian Forest,4,Single-Card,9,Kakuna,Mewtwo,Psychic,,Genetic Apex,"Different Journeys, Different Growth",,,,Eevee Grove,Eevee,Colorless
A1,Genetic Apex,13,Vileplume,♢♢♢,Grass,Charizard,1.78%,150,Fire,,Space-Time Smackdown,Palkia,Fairy,1,,P-A,Promo-A,13,Butterfree,Grass,Promo Pack A Series Vol. 1,,Genetic Apex,Pidgey Squad,3,Multi-Card,1,Any Pidgeot,,Genetic Apex,Viridian Forest,5,Multi-Card,94,Pikachu,Pikachu,Lightning,,Genetic Apex,Safari Zone,,,,,,
A1,Genetic Apex,14,Paras,♢,Grass,Pikachu,5.88%,35,Lightning,,Space-Time Smackdown,Palkia,Fairy,2+,,P-A,Promo-A,14,Lapras EX,Water,Promo Pack A Series Vol. 1,,Genetic Apex,A Day with Family,1,Single-Card,1,Nidoran♀,,Genetic Apex,Viridian Forest,5,Multi-Card,96,Pikachu EX,Pikachu,Lightning,,Genetic Apex,Category: Mouse Pokémon,,,,,,
A1,Genetic Apex,15,Parasect,♢♢,Grass,Pikachu,4.24%,70,Lightning,,Space-Time Smackdown,All,All,1,,P-A,Promo-A,15,Pikachu,Lightning,Promo Pack A Series Vol. 1,,Genetic Apex,A Day with Family,2,Single-Card,1,Nidorina,,Genetic Apex,Viridian Forest,5,Multi-Card,259,Pikachu EX,Pikachu,Lightning,,Genetic Apex,Pokémon Super Express,,,,,,
A1,Genetic Apex,16,Venonat,♢,Grass,Mewtwo,5.88%,35,Psychic,,Space-Time Smackdown,All,All,2+,,P-A,Promo-A,16,Clefairy,Psychic,Promo Pack A Series Vol. 1,,Genetic Apex,A Day with Family,3,Multi-Card,1,Any Nidoqueen,,Genetic Apex,Viridian Forest,5,Multi-Card,281,Pikachu EX,Pikachu,Lightning,,Genetic Apex,Collect 3 Electrode Cards,,,,,,
A1,Genetic Apex,17,Venomoth,♢♢,Grass,Mewtwo,4.24%,70,Psychic,,Triumphant Light,Arceus,Dragon,1,,P-A,Promo-A,17,Mankey,Fighting,Promo Pack A Series Vol. 1,,Genetic Apex,A Day with Family,4,Single-Card,1,Nidoran♂,,Genetic Apex,Viridian Forest,5,Multi-Card,285,Pikachu EX,All,,,Genetic Apex,Collect 5 Gardevoir Cards,,,,,,
A1,Genetic Apex,18,Bellsprout,♢,Grass,Charizard,5.88%,35,Fire,,Triumphant Light,Arceus,Dragon,2+,,P-A,Promo-A,18,Venusaur,Grass,Promo Pack A Series Vol. 2,,Genetic Apex,A Day with Family,5,Single-Card,1,Nidorino,,Genetic Apex,Pidgey Squad,1,Single-Card,186,Pidgey,Mewtwo,Psychic,,Genetic Apex,Collect 5 Charizard Cards,,,,,,
A1,Genetic Apex,19,Weepinbell,♢♢,Grass,Charizard,4.24%,70,Fire,,Shining Revelry,Shiny,Colorless,1,,P-A,Promo-A,19,Greninja,Water,Promo Pack A Series Vol. 2,,Genetic Apex,A Day with Family,6,Multi-Card,1,Any Nidoking,,Genetic Apex,Pidgey Squad,2,Single-Card,187,Pidgeotto,Mewtwo,Psychic,,Genetic Apex,Collect 5 Mewtwo Cards,,,,,,
A1,Genetic Apex,20,Victreebel,♢♢♢,Grass,Charizard,1.78%,150,Fire,,Shining Revelry,Shiny,Colorless,2+,,P-A,Promo-A,20,Haunter,Psychic,Promo Pack A Series Vol. 2,,Genetic Apex,Pokémon of Ancient Times,1,Single-Card,1,Aerodactyl,,Genetic Apex,Pidgey Squad,3,Multi-Card,188,Pidgeot,Mewtwo,Psychic,,Genetic Apex,SECRET - The Immersive 4,,,,,,
A1,Genetic Apex,21,Exeggcute,♢,Grass,Charizard,5.88%,35,Fire,,Celestial Guardians,Solgaleo,Fighting,1,,P-A,Promo-A,21,Onix,Fighting,Promo Pack A Series Vol. 2,,Genetic Apex,Pokémon of Ancient Times,2,Single-Card,1,Omanyte,,Genetic Apex,Pidgey Squad,3,Multi-Card,245,Pidgeot,Mewtwo,Psychic,,Genetic Apex,SECRET - Genetic Apex Museum 1 (Mewtwo),,,,,,
A1,Genetic Apex,22,Exeggutor,♢♢♢,Grass,Charizard,1.78%,150,Fire,,Celestial Guardians,Solgaleo,Fighting,2+,,P-A,Promo-A,22,Jigglypuff,Colorless,Promo Pack A Series Vol. 2,,Genetic Apex,Pokémon of Ancient Times,3,Single-Card,1,Omastar,,Genetic Apex,A Day with Family,1,Single-Card,166,Nidoran♀,Pikachu,Lightning,,Genetic Apex,SECRET - Genetic Apex Museum 2 (Charizard),,,,,,
A1,Genetic Apex,23,Exeggutor EX,♢♢♢♢,Grass,Charizard,1.66%,500,Fire,,Celestial Guardians,Lunala,Psychic,1,,P-A,Promo-A,23,Bulbasaur,Grass,Wonder Pick Event #2,,Genetic Apex,Pokémon of Ancient Times,4,Single-Card,1,Kabuto,,Genetic Apex,A Day with Family,2,Single-Card,167,Nidorina,Pikachu,Lightning,,Genetic Apex,SECRET - Genetic Apex Museum 3 (Pikachu),,,,,,
A1,Genetic Apex,24,Tangela,♢,Grass,Charizard,5.88%,35,Fire,,Celestial Guardians,Lunala,Psychic,2+,,P-A,Promo-A,24,Magnemite,Lightning,Wonder Pick Event #2,,Genetic Apex,Pokémon of Ancient Times,5,Single-Card,1,Kabutops,,Genetic Apex,A Day with Family,3,Multi-Card,168,Nidoqueen,Pikachu,Lightning,,Genetic Apex,SECRET - The Legendary Flight Continues,,,,,,
A1,Genetic Apex,25,Scyther,♢,Grass,Mewtwo,5.88%,35,Psychic,,Celestial Guardians,All,All,1,,P-A,Promo-A,25,Moltres EX,Fire,January '25 Premium,,Genetic Apex,The Legendary Flight,1,Multi-Card,1,Any Articuno,,Genetic Apex,A Day with Family,3,Multi-Card,240,Nidoqueen,Pikachu,Lightning,,Genetic Apex,SECRET - The Gym Leaders of the Kanto Region 2,,,,,,
A1,Genetic Apex,26,Pinsir,♢♢,Grass,All,4.24%,70,,,Celestial Guardians,All,All,2+,,P-A,Promo-A,26,Pikachu,Lightning,New Years Promo '25,,Genetic Apex,The Legendary Flight,2,Multi-Card,1,Any Zapdos,,Genetic Apex,A Day with Family,4,Single-Card,169,Nidoran♂,Pikachu,Lightning,,Mythical Island,Untouched Forest,,,,,,
A1,Genetic Apex,27,Cottonee,♢,Grass,All,5.88%,35,,,Extradimensional Crisis,Buzzwole,Fire,1,,P-A,Promo-A,27,Snivy,Grass,Promo Pack A Series Vol. 3,,Genetic Apex,The Legendary Flight,3,Multi-Card,1,Any Moltres,,Genetic Apex,A Day with Family,5,Single-Card,170,Nidorino,Pikachu,Lightning,,Mythical Island,Tranquil Lake,,,,,,
A1,Genetic Apex,28,Whimsicott,♢♢,Grass,All,4.24%,70,,,Extradimensional Crisis,Buzzwole,Fire,2+,,P-A,Promo-A,28,Volcarona,Fire,Promo Pack A Series Vol. 3,,Genetic Apex,Triple Power,1,Single-Card,1,Magneton,,Genetic Apex,A Day with Family,6,Multi-Card,171,Nidoking,Pikachu,Lightning,,Mythical Island,Scorching Wilderness,,,,,,
A1,Genetic Apex,29,Petilil,♢,Grass,All,5.88%,35,,,Eevee Grove,Eevee,Colorless,1,,P-A,Promo-A,29,Blastoise,Water,Promo Pack A Series Vol. 3,,Genetic Apex,Triple Power,2,Single-Card,1,Dodrio,,Genetic Apex,A Day with Family,6,Multi-Card,241,Nidoking,Pikachu,Lightning,,Mythical Island,Forgotten Ruins,,,,,,
A1,Genetic Apex,30,Lilligant,♢♢,Grass,All,4.24%,70,,,Eevee Grove,Eevee,Colorless,2+,,P-A,Promo-A,30,Eevee,Colorless,Promo Pack A Series Vol. 3,,Genetic Apex,Triple Power,3,Single-Card,1,Dugtrio,,Genetic Apex,Pokémon of Ancient Times,1,Single-Card,210,Aerodactyl,Mewtwo,Psychic,,Mythical Island,Catching Bugs,,,,,,
A1,Genetic Apex,31,Skiddo,♢,Grass,Charizard,5.88%,35,Fire,,,,,,,P-A,Promo-A,31,Cinccino,Colorless,Promo Pack A Series Vol. 3,,Genetic Apex,Triple Power,4,Multi-Card,1,Any Exeggutor,,Genetic Apex,Pokémon of Ancient Times,2,Single-Card,81,Omanyte,Pikachu,Lightning,,Mythical Island,Pokémon That Fly,,,,,,
A1,Genetic Apex,32,Gogoat,♢,Grass,Charizard,5.88%,35,Fire,,,,,,,P-A,Promo-A,32,Charmander,Fire,Wonder Pick Event #3,,Genetic Apex,A Big Snorlax Nuisance,1,Single-Card,1,Snorlax (#250),,Genetic Apex,Pokémon of Ancient Times,3,Single-Card,82,Omastar,Pikachu,Lightning,,Mythical Island,Attacks with 20 Damage,,,,,,
A1,Genetic Apex,33,Charmander,♢,Fire,Charizard,5.88%,35,Fire,,,,,,,P-A,Promo-A,33,Squirtle,Water,Wonder Pick Event #3,,Genetic Apex,A Big Snorlax Nuisance,2,Single-Card,1,Oddish,,Genetic Apex,Pokémon of Ancient Times,4,Single-Card,158,Kabuto,Charizard,Fire,,Mythical Island,Small Pokémon,,,,,,
A1,Genetic Apex,34,Charmeleon,♢♢,Fire,Charizard,4.24%,70,Fire,,,,,,,P-A,Promo-A,34,Piplup,Water,February '25 Premium,,Genetic Apex,A Big Snorlax Nuisance,3,Single-Card,1,Bellsprout,,Genetic Apex,Pokémon of Ancient Times,5,Single-Card,159,Kabutops,Charizard,Fire,,Mythical Island,Tree of Repose,,,,,,
A1,Genetic Apex,35,Charizard,♢♢♢,Fire,Charizard,1.78%,150,Fire,,,,,,,P-A,Promo-A,35,Turtwig,Grass,Promo Pack A Series Vol. 4,,Genetic Apex,A Big Snorlax Nuisance,4,Single-Card,1,Venonat,,Genetic Apex,The Legendary Flight,1,Multi-Card,83,Articuno,Mewtwo,Psychic,,Mythical Island,Flower Travelers,,,,,,
A1,Genetic Apex,36,Charizard EX,♢♢♢♢,Fire,Charizard,1.66%,500,Fire,,,,,,,P-A,Promo-A,36,Electivire,Lightning,Promo Pack A Series Vol. 4,,Genetic Apex,Touring the Kanto Region,1,Single-Card,1,Doduo,,Genetic Apex,The Legendary Flight,1,Multi-Card,84,Articuno EX,Mewtwo,Psychic,,Mythical Island,Collect 3 Mew Cards,,,,,,
A1,Genetic Apex,37,Vulpix,♢,Fire,Charizard,5.88%,35,Fire,,,,,,,P-A,Promo-A,37,Cresselia EX,Psychic,Promo Pack A Series Vol. 4,,Genetic Apex,Touring the Kanto Region,2,Single-Card,1,Spearow,,Genetic Apex,The Legendary Flight,1,Multi-Card,258,Articuno EX,Mewtwo,Psychic,,Mythical Island,Collect 3 Blue Cards,,,,,,
A1,Genetic Apex,38,Ninetales,♢♢,Fire,Charizard,4.24%,70,Fire,,,,,,,P-A,Promo-A,38,Misdreavus,Psychic,Promo Pack A Series Vol. 4,,Genetic Apex,Touring the Kanto Region,3,Single-Card,1,Haunter,,Genetic Apex,The Legendary Flight,1,Multi-Card,275,Articuno EX,Mewtwo,Psychic,,Mythical Island,SECRET - Mythical Island Museum 1,,,,,,
A1,Genetic Apex,39,Growlithe,♢,Fire,Pikachu,5.88%,35,Lightning,,,,,,,P-A,Promo-A,39,Skarmory,Metal,Promo Pack A Series Vol. 4,,Genetic Apex,Touring the Kanto Region,4,Single-Card,1,Rattata,,Genetic Apex,The Legendary Flight,2,Multi-Card,103,Zapdos,Pikachu,Lightning,,Mythical Island,SECRET - Mythical Island Museum 2,,,,,,
A1,Genetic Apex,40,Arcanine,♢♢♢,Fire,Pikachu,1.78%,150,Lightning,,,,,,,P-A,Promo-A,40,Chimchar,Fire,Wonder Pick Event #4,,Genetic Apex,Touring the Kanto Region,5,Single-Card,1,Jynx,,Genetic Apex,The Legendary Flight,2,Multi-Card,104,Zapdos EX,Pikachu,Lightning,,Mythical Island,SECRET - Mew EX Museum,,,,,,
A1,Genetic Apex,41,Arcanine EX,♢♢♢♢,Fire,Pikachu,1.66%,500,Lightning,,,,,,,P-A,Promo-A,41,Togepi,Psychic,Wonder Pick Event #4,,Genetic Apex,Touring the Kanto Region,6,Single-Card,1,Tentacool,,Genetic Apex,The Legendary Flight,2,Multi-Card,260,Zapdos EX,Pikachu,Lightning,,Mythical Island,SECRET - Mythical Island Tale of Adventure,,,,,,
A1,Genetic Apex,42,Ponyta,♢,Fire,All,5.88%,35,,,,,,,,P-A,Promo-A,42,Darkrai EX,Darkness,March '25 Premium,,Genetic Apex,Touring the Kanto Region,7,Single-Card,1,Grimer,,Genetic Apex,The Legendary Flight,2,Multi-Card,276,Zapdos EX,Pikachu,Lightning,,Space-Time Smackdown,Myths of Sinnoh Resurrected,,,,,,
A1,Genetic Apex,43,Rapidash,♢♢,Fire,All,4.24%,70,,,,,,,,P-A,Promo-A,43,Cherrim,Grass,Promo Pack A Series Vol. 5,,Genetic Apex,The Gym Leaders of the Kanto Region,1,Single-Card,1,Erika (#219),,Genetic Apex,The Legendary Flight,3,Multi-Card,46,Moltres,Charizard,Fire,,Space-Time Smackdown,Unknown Distortion World,,,,,,
A1,Genetic Apex,44,Magmar,♢,Fire,Charizard,5.88%,35,Fire,,,,,,,P-A,Promo-A,44,Raichu,Lightning,Promo Pack A Series Vol. 5,,Genetic Apex,The Gym Leaders of the Kanto Region,2,Single-Card,1,Misty (#220),,Genetic Apex,The Legendary Flight,3,Multi-Card,47,Moltres EX,Charizard,Fire,,Space-Time Smackdown,Legends of Newmoon Island and Fullmoon Island,,,,,,
A1,Genetic Apex,45,Flareon,♢♢♢,Fire,Charizard,1.78%,150,Fire,,,,,,,P-A,Promo-A,45,Nosepass,Fighting,Promo Pack A Series Vol. 5,,Genetic Apex,The Gym Leaders of the Kanto Region,3,Single-Card,1,Blaine (#221),,Genetic Apex,The Legendary Flight,3,Multi-Card,255,Moltres EX,Charizard,Fire,,Space-Time Smackdown,Giants Unleashed,,,,,,
A1,Genetic Apex,46,Moltres,♢♢♢,Fire,Charizard,1.78%,150,Fire,,,,,,,P-A,Promo-A,46,Gible,Fighting,Promo Pack A Series Vol. 5,,Genetic Apex,The Gym Leaders of the Kanto Region,4,Single-Card,1,Koga (#222),,Genetic Apex,The Legendary Flight,3,Multi-Card,274,Moltres EX,Charizard,Fire,,Space-Time Smackdown,Garden of Smiling Flowers,,,,,,
A1,Genetic Apex,47,Moltres EX,♢♢♢♢,Fire,Charizard,1.66%,500,Fire,,,,,,,P-A,Promo-A,47,Staraptor,Colorless,Promo Pack A Series Vol. 5,,Genetic Apex,The Gym Leaders of the Kanto Region,5,Single-Card,1,Giovanni (#223),,Genetic Apex,Triple Power,1,Single-Card,98,Magneton,Pikachu,Lightning,,Space-Time Smackdown,Manaphy Travelogue,,,,,,
A1,Genetic Apex,48,Heatmor,♢,Fire,All,5.88%,35,,,,,,,,P-A,Promo-A,48,Manaphy,Water,Wonder Pick Event #5,,Genetic Apex,The Gym Leaders of the Kanto Region,6,Single-Card,1,Brock (#224),,Genetic Apex,Triple Power,2,Single-Card,200,Dodrio,All,,,Space-Time Smackdown,Ecosystem of Stark Mountain,,,,,,
A1,Genetic Apex,49,Salandit,♢,Fire,Mewtwo,5.88%,35,Psychic,,,,,,,P-A,Promo-A,49,Snorlax,Colorless,Wonder Pick Event #5,,Genetic Apex,The Gym Leaders of the Kanto Region,7,Single-Card,1,Sabrina (#225),,Genetic Apex,Triple Power,3,Single-Card,140,Dugtrio,Pikachu,Lightning,,Space-Time Smackdown,Spiritomb of Hallowed Tower,,,,,,
A1,Genetic Apex,50,Salazzle,♢,Fire,Mewtwo,5.88%,35,Psychic,,,,,,,P-A,Promo-A,50,Mewtwo EX,Psychic,Gold Pack Bonus,,Genetic Apex,The Gym Leaders of the Kanto Region,8,Single-Card,1,Lt. Surge (#226),,Genetic Apex,Triple Power,4,Multi-Card,22,Exeggutor,Charizard,Fire,,Space-Time Smackdown,Battle with Champion Cynthia,,,,,,
A1,Genetic Apex,51,Sizzlipede,♢,Fire,All,5.88%,35,,,,,,,,P-A,Promo-A,51,Cyclizar,Colorless,EX Starter Deck #1 - Collect 50 Cards,,Genetic Apex,"Different Journeys, Different Growth",1,Multi-Card,1,Any Bulbasaur,,Genetic Apex,Triple Power,4,Multi-Card,23,Exeggutor EX,Charizard,Fire,,Space-Time Smackdown,A Variety of Pokémon Abilities,,,,,,
A1,Genetic Apex,52,Centiskorch,♢♢,Fire,All,4.24%,70,,,,,,,,P-A,Promo-A,52,Sprigatito,Grass,April '25 Premium,,Genetic Apex,"Different Journeys, Different Growth",2,Single-Card,1,Ivysaur,,Genetic Apex,Triple Power,4,Multi-Card,252,Exeggutor EX,Charizard,Fire,,Space-Time Smackdown,Slightly Scary Pokémon,,,,,,
A1,Genetic Apex,53,Squirtle,♢,Water,Pikachu,5.88%,35,Lightning,,,,,,,P-A,Promo-A,53,Floatzel,Water,Promo Pack A Series Vol. 6,,Genetic Apex,"Different Journeys, Different Growth",3,Multi-Card,1,Any Venusaur,,Genetic Apex,A Big Snorlax Nuisance,1,Single-Card,250,Snorlax,Pikachu,Lightning,,Space-Time Smackdown,Pokémon Grown Large,,,,,,
A1,Genetic Apex,54,Wartortle,♢♢,Water,Pikachu,4.24%,70,Lightning,,,,,,,P-A,Promo-A,54,Pawmot,Lightning,Promo Pack A Series Vol. 6,,Genetic Apex,"Different Journeys, Different Growth",4,Multi-Card,1,Any Charmander,,Genetic Apex,A Big Snorlax Nuisance,2,Single-Card,11,Oddish,Charizard,Fire,,Space-Time Smackdown,New Discoveries of the Sinnoh Region,,,,,,
A1,Genetic Apex,55,Blastoise,♢♢♢,Water,Pikachu,1.78%,150,Lightning,,,,,,,P-A,Promo-A,55,Machamp,Fighting,Promo Pack A Series Vol. 6,,Genetic Apex,"Different Journeys, Different Growth",5,Single-Card,1,Charmeleon,,Genetic Apex,A Big Snorlax Nuisance,3,Single-Card,18,Bellsprout,Charizard,Fire,,Space-Time Smackdown,Mischievous Shapeshifters,,,,,,
A1,Genetic Apex,56,Blastoise EX,♢♢♢♢,Water,Pikachu,1.66%,500,Lightning,,,,,,,P-A,Promo-A,56,Ekans,Darkness,Promo Pack A Series Vol. 6,,Genetic Apex,"Different Journeys, Different Growth",6,Multi-Card,1,Any Charizard,,Genetic Apex,A Big Snorlax Nuisance,4,Single-Card,16,Venonat,Mewtwo,Psychic,,Space-Time Smackdown,"Team Galactic, Assemble!",,,,,,
A1,Genetic Apex,57,Psyduck,♢,Water,All,5.88%,35,,,,,,,,P-A,Promo-A,57,Bidoof,Colorless,Promo Pack A Series Vol. 6,,Genetic Apex,"Different Journeys, Different Growth",7,Multi-Card,1,Any Squirtle,,Genetic Apex,Touring the Kanto Region,1,Single-Card,199,Doduo,All,,,Space-Time Smackdown,Collect 3 Turtwig Cards,,,,,,
A1,Genetic Apex,58,Golduck,♢♢,Water,All,4.24%,70,,,,,,,,P-A,Promo-A,58,Pachirisu,Lightning,Wonder Pick Event #5,,Genetic Apex,"Different Journeys, Different Growth",8,Single-Card,1,Wartortle,,Genetic Apex,Touring the Kanto Region,2,Single-Card,191,Spearow,Charizard,Fire,,Space-Time Smackdown,Collect 3 Chimchar Cards,,,,,,
A1,Genetic Apex,59,Poliwag,♢,Water,Charizard,5.88%,35,Fire,,,,,,,P-A,Promo-A,59,Riolu,Fighting,Wonder Pick Event #5,,Genetic Apex,"Different Journeys, Different Growth",9,Multi-Card,1,Any Blastoise,,Genetic Apex,Touring the Kanto Region,3,Single-Card,121,Haunter,Mewtwo,Psychic,,Space-Time Smackdown,Collect 3 Piplup Cards,,,,,,
A1,Genetic Apex,60,Poliwhirl,♢♢,Water,Charizard,4.24%,70,Fire,,,,,,,P-A,Promo-A,60,Exeggcute,Grass,Promo Pack A Series Vol. 7,,Genetic Apex,Safari Zone,1,Single-Card,1,Tauros,,Genetic Apex,Touring the Kanto Region,4,Single-Card,189,Rattata,All,,,Space-Time Smackdown,SECRET - Space-Time Smackdown Museum 1,,,,,,
A1,Genetic Apex,61,Poliwrath,♢♢♢,Water,Charizard,1.78%,150,Fire,,,,,,,P-A,Promo-A,61,Froakie,Water,Promo Pack A Series Vol. 7,,Genetic Apex,Safari Zone,2,Single-Card,1,Kangaskhan,,Genetic Apex,Touring the Kanto Region,5,Single-Card,127,Jynx,Mewtwo,Psychic,,Space-Time Smackdown,SECRET - Space-Time Smackdown Museum 2,,,,,,
A1,Genetic Apex,62,Tentacool,♢,Water,Mewtwo,5.88%,35,Psychic,,,,,,,P-A,Promo-A,62,Farfetch'd,Colorless,Promo Pack A Series Vol. 7,,Genetic Apex,Safari Zone,3,Single-Card,1,Chansey,,Genetic Apex,Touring the Kanto Region,6,Single-Card,62,Tentacool,Mewtwo,Psychic,,Space-Time Smackdown,SECRET - Space-Time Smackdown Museum 3,,,,,,
A1,Genetic Apex,63,Tentacruel,♢♢,Water,Mewtwo,4.24%,70,Psychic,,,,,,,P-A,Promo-A,63,Rayquaza,Colorless,Promo Pack A Series Vol. 7,,Genetic Apex,Safari Zone,4,Single-Card,1,Rhyhorn,,Genetic Apex,Touring the Kanto Region,7,Single-Card,174,Grimer,Mewtwo,Psychic,,Space-Time Smackdown,SECRET - Space-Time Smackdown Museum 4,,,,,,
A1,Genetic Apex,64,Seel,♢,Water,Pikachu,5.88%,35,Lightning,,,,,,,P-A,Promo-A,64,Rayquaza EX,Colorless,Promo Pack A Series Vol. 7,,Genetic Apex,Safari Zone,5,Single-Card,1,Scyther,,Genetic Apex,The Gym Leaders of the Kanto Region,1,Single-Card,219,Erika,Charizard,Fire,,Space-Time Smackdown,SECRET - Champion of the Sinnoh Region,,,,,,
A1,Genetic Apex,65,Dewgong,♢♢,Water,Pikachu,4.24%,70,Lightning,,,,,,,P-A,Promo-A,65,Rayquaza ex,Colorless,Special Missions 2025,,Genetic Apex,Safari Zone,6,Multi-Card,1,Any Slowpoke,,Genetic Apex,The Gym Leaders of the Kanto Region,2,Single-Card,220,Misty,Pikachu,Lightning,,Triumphant Light,"Pokémon with Abilities that ""Link"" with Arceus",,,,,,
A1,Genetic Apex,66,Shellder,♢,Water,Mewtwo,5.88%,35,Psychic,,,,,,,P-A,Promo-A,66,Mimikyu,Psychic,May '25 Premium,,Genetic Apex,Safari Zone,7,Single-Card,1,Doduo,,Genetic Apex,The Gym Leaders of the Kanto Region,3,Single-Card,221,Blaine,Charizard,Fire,,Triumphant Light,Magnezone of Fuego Ironworks,,,,,,
